step,loss,hidden_0_n0,hidden_0_n1,hidden_0_n2,hidden_0_n3,hidden_0_n4,hidden_0_n5,hidden_0_n6,hidden_0_n7,hidden_0_n8,hidden_0_n9,hidden_0_n10,hidden_0_n11,hidden_0_n12,hidden_0_n13,hidden_0_n14,hidden_0_n15,hidden_0_n16,hidden_0_n17,hidden_0_n18,hidden_0_n19,hidden_0_n20,hidden_0_n21,hidden_0_n22,hidden_0_n23,hidden_0_n24,hidden_0_n25,hidden_0_n26,hidden_0_n27,hidden_0_n28,hidden_0_n29,hidden_0_n30,hidden_0_n31,hidden_0_n32,hidden_0_n33,hidden_0_n34,hidden_0_n35,hidden_0_n36,hidden_0_n37,hidden_0_n38,hidden_0_n39,hidden_0_n40,hidden_0_n41,hidden_0_n42,hidden_0_n43,hidden_0_n44,hidden_0_n45,hidden_0_n46,hidden_0_n47,hidden_0_n48,hidden_0_n49,hidden_0_n50,hidden_0_n51,hidden_0_n52,hidden_0_n53,hidden_0_n54,hidden_0_n55,hidden_0_n56,hidden_0_n57,hidden_0_n58,hidden_0_n59,hidden_0_n60,hidden_0_n61,hidden_0_n62,hidden_0_n63,hidden_0_n64,hidden_0_n65,hidden_0_n66,hidden_0_n67,hidden_0_n68,hidden_0_n69,hidden_0_n70,hidden_0_n71,hidden_0_n72,hidden_0_n73,hidden_0_n74,hidden_0_n75,hidden_0_n76,hidden_0_n77,hidden_0_n78,hidden_0_n79,hidden_0_n80,hidden_0_n81,hidden_0_n82,hidden_0_n83,hidden_0_n84,hidden_0_n85,hidden_0_n86,hidden_0_n87,hidden_0_n88,hidden_0_n89,hidden_0_n90,hidden_0_n91,hidden_0_n92,hidden_0_n93,hidden_0_n94,hidden_0_n95,hidden_0_n96,hidden_0_n97,hidden_0_n98,hidden_0_n99,hidden_0_n100,hidden_0_n101,hidden_0_n102,hidden_0_n103,hidden_0_n104,hidden_0_n105,hidden_0_n106,hidden_0_n107,hidden_0_n108,hidden_0_n109,hidden_0_n110,hidden_0_n111,hidden_0_n112,hidden_0_n113,hidden_0_n114,hidden_0_n115,hidden_0_n116,hidden_0_n117,hidden_0_n118,hidden_0_n119,hidden_0_n120,hidden_0_n121,hidden_0_n122,hidden_0_n123,hidden_0_n124,hidden_0_n125,hidden_0_n126,hidden_0_n127,hidden_1_n0,hidden_1_n1,hidden_1_n2,hidden_1_n3,hidden_1_n4,hidden_1_n5,hidden_1_n6,hidden_1_n7,hidden_1_n8,hidden_1_n9,hidden_1_n10,hidden_1_n11,hidden_1_n12,hidden_1_n13,hidden_1_n14,hidden_1_n15,hidden_1_n16,hidden_1_n17,hidden_1_n18,hidden_1_n19,hidden_1_n20,hidden_1_n21,hidden_1_n22,hidden_1_n23,hidden_1_n24,hidden_1_n25,hidden_1_n26,hidden_1_n27,hidden_1_n28,hidden_1_n29,hidden_1_n30,hidden_1_n31,hidden_1_n32,hidden_1_n33,hidden_1_n34,hidden_1_n35,hidden_1_n36,hidden_1_n37,hidden_1_n38,hidden_1_n39,hidden_1_n40,hidden_1_n41,hidden_1_n42,hidden_1_n43,hidden_1_n44,hidden_1_n45,hidden_1_n46,hidden_1_n47,hidden_1_n48,hidden_1_n49,hidden_1_n50,hidden_1_n51,hidden_1_n52,hidden_1_n53,hidden_1_n54,hidden_1_n55,hidden_1_n56,hidden_1_n57,hidden_1_n58,hidden_1_n59,hidden_1_n60,hidden_1_n61,hidden_1_n62,hidden_1_n63,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9
150,0.011203,-0.704752,-0.813389,-1.06076,0.181765,-0.860055,1.939486,1.204489,-3.113847,1.435806,0.743155,-3.858655,-5.012623,0.332524,1.402565,-0.828078,-0.052515,-3.069352,-0.661726,-1.157297,4.303445,2.700536,-1.38261,3.971482,-4.387171,-0.009221,-1.091142,1.067051,2.413944,1.915701,-1.498052,1.501786,1.50285,2.172908,0.951325,0.464288,0.884821,0.969309,0.918808,0.665624,-3.827321,0.961472,-2.130311,-1.512565,2.149351,0.397498,2.261672,1.09877,-0.297347,3.433365,2.072811,0.794524,1.071197,1.700273,1.166544,4.130873,-0.66513,-0.160075,-0.81118,-1.50247,-2.608567,-3.953599,-2.271566,-1.833234,2.109547,0.216646,0.949565,-0.921225,1.8795,0.783355,1.59666,2.264116,-1.474836,-4.547924,3.597923,-2.247906,0.107506,-0.320059,-0.32646,1.782719,0.32418,-5.645219,-0.588786,0.237015,-1.154091,1.846349,0.696517,-4.036379,0.819748,3.599395,-0.179866,-2.182495,0.440378,-1.478036,-1.188478,3.167181,2.574708,2.046829,0.504155,-0.270713,2.265089,-2.642035,0.147977,2.051369,-0.413362,-2.640982,2.845652,0.368541,2.055477,0.54005,-1.65719,-1.539319,4.99414,-2.907532,-0.425738,4.176548,0.869583,-3.003325,1.70857,1.178906,-0.537971,-1.100284,-0.746076,-5.733185,3.723541,-2.821636,0.39353,-3.423275,-0.641708,2.475388,3.011415,2.318488,3.942984,-2.34287,2.914002,-0.697954,4.595563,4.451437,-1.924675,4.596916,-0.38273,2.939765,0.595549,2.878098,-3.278789,2.531954,2.462636,1.847749,-3.541057,0.73938,2.308548,1.736302,-0.058233,0.111156,-4.807476,2.540961,3.928214,3.864094,2.421386,5.193002,2.640107,4.201674,1.505789,1.834395,-2.737232,2.442104,1.156525,3.778185,3.581077,-0.946344,6.130752,6.344571,2.149393,2.139791,2.981792,4.592012,4.151623,3.010093,3.088758,3.983574,0.737897,0.566673,3.994367,1.22817,3.002777,1.779877,1.414573,2.234013,2.36605,1.985796,0.665908,5.512337,1.130683,-5.448897,-3.635459,-2.101438,-2.178476,-5.88226,-3.108832,-6.203516,-2.799787,-2.954458,-1.332282
151,0.020596,-0.566246,-0.802829,-0.818168,0.665149,-0.865859,1.886629,1.169613,-3.096454,1.845105,0.743622,-4.127257,-4.714454,0.603379,1.754617,-0.59486,-0.20076,-2.407595,-0.385426,-0.733171,4.093473,2.609889,-0.995513,3.911051,-4.438689,0.070909,-0.6329,0.634251,2.33653,1.612712,-1.235229,1.516927,1.437016,2.221272,1.131537,0.012399,0.931534,1.677302,0.739015,0.952072,-3.094695,1.138229,-2.132607,-1.535482,2.552876,0.217531,2.140271,0.985334,0.254709,3.272562,2.429432,1.151282,1.421813,2.101503,1.200902,3.938406,0.067446,-0.131169,-0.744666,-1.027095,-2.649619,-4.444153,-2.656438,-2.171568,2.072666,0.492306,1.088196,-0.823967,1.404318,0.710921,1.253406,2.149347,-2.240388,-5.696044,3.809869,-2.656788,0.436832,0.44554,-0.284105,1.706079,0.274913,-6.083606,-0.109894,0.244216,-0.751081,2.071141,0.974527,-3.65383,0.765423,3.669499,-0.132941,-1.753206,0.259478,-1.633732,-1.300349,3.37773,2.385954,1.742233,0.314023,-0.100069,2.295477,-2.033132,0.162466,1.858824,-0.353997,-2.630939,2.643603,0.346091,2.013818,0.2368,-1.203067,-1.002629,4.94492,-3.266316,-0.374951,4.085712,0.69882,-3.278124,1.866952,0.913675,-0.888911,-0.898474,-0.884467,-5.032004,3.698054,-3.222106,0.457102,-2.586749,-0.468199,2.433548,3.192816,1.611771,4.007455,-2.561653,2.66982,-0.440365,4.597357,5.027852,-2.337344,4.876316,-0.139989,2.987905,0.768173,2.352703,-3.30795,2.536458,2.129326,1.905141,-3.337584,0.561009,2.948642,1.252384,-0.224103,0.167821,-4.678136,2.575969,4.115643,3.539959,2.812772,4.697502,2.894785,4.744799,1.432079,1.778978,-2.671218,2.128612,1.321401,4.159116,3.452599,-0.207521,5.545751,6.747559,1.780419,2.025087,2.970046,5.236403,4.22249,3.082253,2.901271,3.957532,0.114775,0.789731,3.808761,1.700094,2.794183,1.278938,1.296664,2.286178,2.352966,2.1668,0.393778,5.763133,1.148118,-5.569604,-4.123042,-1.350482,-1.198557,-7.304426,-2.296031,-5.376183,-3.368647,-2.779382,-1.856127
152,0.01172,-0.613822,-0.297951,-1.089084,0.37291,-1.048254,1.856662,1.499478,-3.091659,1.952253,0.589268,-3.937197,-4.638642,0.300576,1.197767,-0.85937,0.175148,-2.532853,-1.135362,-1.160526,4.129534,2.953515,-1.131273,3.733042,-4.349665,0.038677,-1.625347,1.107835,2.441582,1.963559,-1.848123,1.211574,1.297951,2.168448,1.609882,0.567782,1.095995,0.775218,0.690036,0.626461,-4.087096,0.712999,-2.165393,-2.072409,2.422449,0.383358,2.319286,1.404065,0.316482,3.695263,2.348217,0.899088,1.198593,1.683887,1.149558,3.689399,0.349176,-0.389297,-0.774176,-1.29377,-2.565093,-4.164619,-2.234045,-2.266047,1.769298,1.161969,1.265477,0.463556,1.998662,0.715287,1.383064,2.264908,-1.307715,-5.205735,3.787706,-2.335056,-0.052846,0.320776,-0.175539,1.512822,0.329456,-5.111157,-0.262257,0.227797,-0.843963,1.937732,0.389901,-3.911306,0.755926,3.667769,-0.711162,-1.899427,0.529293,-1.532183,-1.253407,3.326962,2.985982,1.872262,0.53158,0.009913,2.261794,-2.079586,0.492345,2.086448,-0.410531,-2.631608,2.819223,0.185774,1.739714,0.398514,-1.231679,-1.23459,5.106986,-3.163017,-0.109017,4.052883,0.813882,-3.322838,1.831399,1.534431,-0.583141,-0.292354,-0.180191,-5.731875,3.81394,-2.918966,0.103204,-2.878726,-0.758617,2.216504,2.683222,2.040803,4.324345,-2.626613,3.013318,-1.115867,4.663226,4.374146,-1.967116,4.467421,-1.005509,2.908356,0.742613,2.722315,-2.902009,3.091727,2.341943,2.109132,-3.690407,0.276274,2.407791,1.289608,0.318751,0.105792,-4.576979,2.588684,3.962575,3.708567,2.593299,4.960403,3.221061,3.972813,1.425408,2.279546,-2.689592,2.678405,0.985031,3.710355,3.749851,-0.92777,6.097812,6.435188,1.806208,2.202934,3.266171,5.195555,3.970268,3.195237,3.237059,3.896907,0.244436,0.991767,4.032926,1.145938,3.190679,2.031838,1.070794,2.636902,1.968651,2.267423,0.09667,5.666609,1.340146,-5.77961,-4.295264,-2.569119,-1.556946,-6.39545,-2.678382,-6.094619,-3.119152,-3.204579,-0.607384
153,0.021541,-0.63274,-0.844688,-1.148901,0.35596,-0.911933,1.547362,1.34618,-3.118626,1.93857,0.745606,-4.065836,-4.46055,0.146962,1.433659,-0.818986,0.095531,-2.49979,-0.830818,-0.720184,4.191394,2.691541,-1.254456,4.056183,-4.022037,0.007165,-1.424669,0.690438,2.495046,1.942562,-1.256605,1.36663,1.387091,2.160309,1.30067,0.053547,0.859312,1.237553,0.764829,0.714502,-3.495671,0.768176,-2.152327,-1.809694,2.4372,0.282227,2.13424,0.938796,-0.07456,3.427129,2.219012,0.865444,1.648671,1.735889,1.239399,4.01908,-0.141964,-0.187145,-0.588097,-1.204172,-2.599632,-4.309669,-2.42023,-2.0792,1.903382,0.863802,1.200211,-0.19047,1.838808,0.824306,1.46085,2.129579,-1.435032,-4.655859,3.716846,-2.694176,0.249554,-0.242598,-0.151941,1.240671,0.160722,-5.25505,-0.558789,0.42396,-0.732595,1.839021,0.693952,-4.088599,0.637044,3.502306,-0.048647,-2.239434,0.270862,-1.140655,-1.43875,3.374879,2.685281,1.823532,0.538547,-0.008292,2.461925,-1.909582,0.498411,2.421638,-0.359009,-2.668625,2.804165,0.113243,1.808024,0.176412,-1.262053,-1.201185,4.943253,-2.999958,-0.369636,4.248256,0.803156,-3.258001,1.951733,1.388227,-0.459397,-0.732639,-0.384399,-4.888061,3.728382,-3.265302,0.122246,-2.722831,-0.361095,2.3978,3.016698,2.165642,4.220993,-2.376406,2.720799,-0.882125,4.760977,4.443367,-1.746099,4.313985,-0.331804,2.73562,0.58746,2.873095,-2.913171,2.403849,2.27786,1.985258,-3.692457,0.827728,2.462524,1.923896,0.068694,0.202693,-4.76901,2.583708,4.070174,3.822091,2.459145,4.906139,2.70226,4.241333,1.811503,1.547738,-2.700832,2.183453,1.176045,3.98618,3.488731,-1.1199,6.024531,6.616501,1.920416,2.056398,2.837994,4.800828,4.428106,2.912832,3.275997,3.775751,0.271809,0.878861,3.88546,1.482263,2.918949,1.741399,1.216927,2.40329,2.42466,2.098993,0.6977,5.811241,0.633526,-5.555573,-3.477319,-1.73245,-2.124119,-6.307249,-3.404379,-6.177009,-2.942561,-3.172224,-1.001135
154,0.022588,-0.839664,-0.951974,-0.993682,0.541688,-1.181599,1.300783,1.611732,-3.132909,1.529257,0.672519,-4.434686,-4.959149,0.195301,1.395288,-0.726734,0.874667,-2.68454,-0.747175,-0.509904,4.059809,2.650667,-0.702595,3.945063,-3.895281,0.061611,-1.508739,1.149189,2.780402,1.873738,-1.755513,1.514618,1.210977,1.661108,1.158609,0.0052,0.925429,0.420077,0.494335,0.824734,-4.067949,0.921475,-2.176219,-3.210009,2.616722,0.494274,2.43182,1.430484,0.194713,3.444388,2.27408,0.588048,1.64636,1.668222,1.3516,4.050221,-0.499026,-0.255064,-1.393342,-1.076019,-2.633624,-4.286684,-2.768675,-2.061482,2.180127,0.181798,1.154022,-0.432055,1.414479,0.810016,1.80637,2.247051,-1.122954,-4.659987,3.72794,-2.673059,0.314538,-0.249766,0.39588,1.902715,-0.016376,-4.743734,-0.300831,0.58313,-1.102285,1.679126,0.73236,-4.358156,1.06462,3.23524,-0.420898,-2.903839,0.297579,-0.736784,-1.964043,3.222389,2.535586,1.522737,0.20811,-0.223121,2.271445,-2.31604,0.140247,2.579216,-0.403765,-2.635517,2.607772,0.000692,1.759126,0.180872,-1.03836,-1.407171,4.811305,-3.130276,-0.205834,4.09467,0.795855,-3.262738,2.090137,1.088844,-0.834618,-0.844599,-0.410022,-5.396626,4.039131,-2.767093,-0.206803,-3.358745,-0.161896,2.548868,3.57067,1.52458,4.292924,-2.09166,2.962089,-1.276907,4.4691,4.536005,-1.726204,4.463701,-0.438698,2.69488,0.806441,2.640661,-3.857999,2.535522,2.178516,1.879534,-3.918631,0.657037,2.351525,1.281596,0.096871,-0.248765,-4.980299,2.497751,4.083158,3.931477,2.36785,4.593031,2.757312,4.464707,0.880565,1.530789,-3.118739,1.994783,0.8986,4.309722,3.661452,-1.140041,5.605819,6.605656,1.909961,1.703654,2.964142,4.6934,4.583255,2.963975,2.982644,3.667269,0.086319,0.653843,4.213279,1.469365,2.762497,1.293617,1.33332,2.223849,2.810119,2.317648,0.06057,5.712062,0.874539,-4.883676,-3.786057,-1.6377,-1.743784,-7.1632,-2.883873,-5.352289,-2.938123,-3.354266,-1.358635
155,0.016637,-0.358233,-0.823369,-1.139664,0.229726,-1.122711,2.34922,0.958171,-3.084835,1.644279,0.833092,-4.085628,-5.185825,0.77391,1.02984,-0.810356,0.244166,-2.752355,-1.182164,-1.183427,4.359176,2.830665,-1.868252,3.843243,-3.842499,-0.090871,-0.986618,0.774005,2.087179,2.153288,-1.67674,1.78991,1.699358,1.862792,0.943246,0.120096,1.142289,0.747605,0.884877,1.366967,-3.081067,1.103828,-2.088764,-2.244299,2.931289,-0.009181,2.449458,0.989297,-0.334704,3.58544,2.502239,0.578672,1.420766,1.591741,1.246214,3.700066,0.123837,0.273604,-1.066598,-0.913986,-2.667349,-4.169189,-3.37584,-2.039562,1.990731,0.289007,1.470752,-0.917576,2.036052,0.489815,1.217465,1.808441,-1.455092,-4.742755,3.825224,-1.868368,0.403895,-0.878332,-0.20679,1.808903,0.448599,-5.866037,-0.076323,-0.393968,-0.734759,1.431118,0.980109,-3.541055,0.735315,3.659655,0.31146,-1.809721,0.737092,-1.371462,-1.179608,3.075269,2.457956,1.926859,0.087546,0.513093,2.662602,-2.277971,-0.0189,1.971192,-0.150917,-2.678113,2.646846,0.061588,1.830584,0.438702,-1.058374,-1.432481,4.970284,-3.076039,-0.325422,3.882016,0.640566,-2.35292,1.637308,1.644845,-0.51091,-1.622615,-1.091923,-5.230284,3.401076,-2.50875,0.12231,-3.372719,-0.056161,2.106997,3.713911,2.146233,3.854262,-1.417082,2.743128,-0.812866,4.153344,4.682406,-1.753448,4.996883,-0.215202,2.688452,0.497504,2.540016,-3.516157,2.992159,2.641937,1.884494,-3.240067,0.151997,1.802267,1.127034,-0.300457,-0.044036,-4.769386,2.678421,4.06371,3.928447,2.248553,4.337802,3.012731,3.709302,1.321286,1.883556,-2.458326,2.483179,0.843859,3.925239,2.935668,-0.702128,5.763247,6.308435,1.738686,2.166395,3.538476,5.015501,4.444152,3.596517,3.179968,4.332689,0.381071,1.126896,3.755105,0.938192,3.426971,1.492431,1.419307,2.105711,2.815455,2.262348,0.718711,4.945251,1.350079,-4.820533,-4.659627,-2.022062,-2.560683,-5.865141,-2.261576,-4.788165,-3.776008,-3.179276,-1.241014
156,0.013402,-0.839838,-0.625822,-0.990041,0.267239,-1.134554,1.52477,1.442587,-3.029331,1.575212,0.975524,-3.997964,-4.439036,0.214469,1.319555,-0.719485,0.978169,-2.54597,-0.823306,-0.760623,3.965715,2.652877,-1.024099,3.858647,-3.806667,0.035109,-1.03722,0.95736,2.666288,2.228919,-1.88346,1.299928,1.334125,2.035748,1.334279,0.140017,0.796039,0.390673,0.659722,0.378157,-4.220068,0.855321,-2.105492,-2.10693,2.263813,0.626379,2.066916,1.239204,0.388841,3.395282,2.048713,0.87678,1.213703,1.724081,1.4615,3.890043,-0.471717,-0.266118,-1.215046,-1.118048,-2.590689,-3.466862,-2.155809,-1.827715,1.957397,0.672547,1.307186,0.184152,1.601151,0.920254,1.841507,2.233777,-0.789859,-4.165156,3.53936,-2.405624,0.225484,-0.056014,0.096549,1.564225,0.166462,-4.185416,-0.667941,0.571712,-0.689739,1.603143,0.95986,-3.962757,0.717432,3.486398,-0.462823,-2.702218,0.48986,-0.621286,-1.416409,3.139972,2.649527,1.730504,0.327683,-0.548073,2.249525,-2.164688,0.429982,2.14902,-0.230359,-2.545832,2.413677,0.481181,1.84385,0.285097,-1.645298,-1.095187,4.685563,-2.727739,-0.317833,4.134726,0.996522,-3.135357,1.990254,1.203377,-0.40065,-0.365827,-0.456643,-5.61762,3.987964,-2.84558,-0.027336,-2.649726,-0.084937,2.462312,3.419039,1.737222,3.901473,-2.040955,3.044942,-0.929341,4.472029,4.416087,-1.487337,4.485926,-0.199709,2.609959,0.65654,2.596798,-3.441182,2.566135,2.118438,1.969589,-3.609846,1.009876,2.320454,1.615819,0.17085,0.073642,-4.788602,2.621634,3.991951,3.888442,2.125952,4.713687,2.633068,4.282501,1.038748,1.587533,-2.959708,2.335473,0.887416,3.850893,3.656977,-1.031276,5.764975,6.256651,2.133213,1.584395,2.861782,4.158632,4.720086,2.498928,2.934042,3.532192,0.617902,0.719989,3.998288,1.42065,2.755295,1.697197,1.658822,1.976558,2.762872,2.169091,0.478319,5.597676,0.874932,-4.87136,-3.49927,-1.311302,-2.075061,-6.423165,-3.089283,-5.668008,-2.187984,-3.647201,-1.811217
157,0.004478,-0.897252,-0.897128,-0.785867,0.243093,-0.700275,1.906216,1.203435,-3.120394,2.165794,0.77564,-4.044915,-4.578645,0.53707,1.419828,-0.868573,0.49292,-2.442512,-0.800931,-1.346257,4.489209,2.853984,-1.031657,4.025339,-4.384717,0.207619,-1.509117,1.294655,2.834495,1.850884,-1.570412,1.735737,1.304777,2.023086,0.901013,-0.046552,0.922051,0.359368,0.439064,0.749738,-3.531544,1.044524,-2.136865,-1.896948,2.655457,0.366155,2.268913,0.908915,-0.711851,3.472276,1.766597,0.961261,1.522833,1.689914,0.957188,4.291922,-0.410465,-0.506322,-0.964072,-1.266806,-2.654176,-3.854624,-2.331034,-2.039944,2.277397,0.434539,1.012714,-0.430967,2.204063,0.578553,1.551883,2.262541,-1.399202,-4.922567,3.747025,-2.126556,0.136523,0.005708,-0.115874,1.682385,0.324228,-5.03253,0.205451,-0.173956,-1.271137,1.544033,0.679829,-4.528049,0.398294,3.854293,0.053641,-2.276875,0.292271,-1.235219,-1.450427,3.289758,2.727497,2.148133,0.385495,0.018945,2.411204,-1.901021,0.005542,2.239767,-0.504198,-2.669886,3.10764,0.298481,2.046556,0.15088,-1.584213,-1.051139,5.047307,-2.985168,-0.627967,4.191585,0.852238,-2.692884,2.000961,1.367255,-0.639213,-1.011365,-0.864942,-5.397087,4.06469,-2.977687,0.714612,-2.770412,-0.554395,2.387532,2.721367,2.25544,4.32052,-2.579329,2.712316,-0.512898,4.647025,5.100886,-1.98187,4.947098,-0.802235,3.270032,0.475929,2.423458,-3.551721,2.687416,2.153214,1.907849,-3.666574,0.058418,2.694656,1.322335,-0.38437,0.038889,-4.745896,2.755893,3.759444,4.107062,3.257794,5.140182,2.884865,3.992766,1.635683,2.152955,-2.427514,2.375883,1.452185,3.923852,3.417281,-1.31489,6.080305,6.984759,2.396544,2.038673,3.039355,5.431628,3.884849,3.011852,3.271068,4.013515,0.126378,0.674455,4.115404,1.3691,2.882493,1.512245,1.287944,2.448676,2.06981,1.948117,0.656816,5.880985,1.194442,-5.96323,-4.412384,-1.647892,-1.041798,-7.020059,-2.011925,-6.549803,-3.686831,-2.250983,-1.241312
158,0.015516,-0.614265,-0.705945,-0.940425,0.710117,-0.692732,1.402856,1.609346,-3.092801,2.308343,0.467736,-4.032762,-4.07522,0.039528,1.564837,-0.904277,-0.248168,-2.360246,-0.572245,-0.780168,4.034286,2.542534,-0.443737,3.938482,-4.514195,0.101951,-1.634032,1.006845,2.609024,1.642893,-1.32182,1.365344,1.183363,2.128456,1.139379,0.16727,0.873907,1.31541,0.435363,0.526946,-3.46896,0.682651,-2.172168,-1.459195,2.284738,0.29042,2.235167,1.15894,0.339609,3.363267,2.044199,1.005212,1.600038,1.784954,1.217274,4.079067,-0.177223,-0.658756,-0.594659,-1.367596,-2.595981,-4.530152,-2.30051,-2.191188,1.919283,0.616698,1.083741,0.122175,1.570673,0.671039,1.502167,2.224189,-1.767454,-5.578115,3.702871,-2.755594,-0.106025,0.512564,-0.086028,1.379902,0.037158,-5.146964,-0.016039,0.703705,-1.242701,2.099609,0.432656,-4.496755,0.701881,3.732512,-0.415085,-1.833986,0.132223,-1.333106,-1.31486,3.438264,2.604286,1.855619,0.412076,-0.099533,2.256394,-1.556999,0.318302,2.370721,-0.509387,-2.702597,2.829402,0.431156,1.954026,0.107208,-1.256217,-1.282385,5.056713,-3.265809,-0.362295,4.290403,0.918124,-3.640291,2.056691,1.180344,-1.010545,-0.350184,-0.185686,-5.016419,3.792923,-3.449154,0.466688,-2.886341,-0.675236,2.432582,2.752774,1.714257,4.111007,-2.97858,2.865962,-0.658587,4.754189,4.812314,-1.84795,4.533844,-0.336202,3.367203,0.962454,2.566402,-3.284961,2.586152,1.943758,2.005529,-3.822724,0.774219,3.14262,1.673134,0.064707,0.182167,-4.70896,2.216203,3.677986,3.542583,2.710762,5.117653,2.86061,4.678118,1.501753,2.04854,-2.681546,2.372998,1.705959,4.382477,3.701122,-1.062505,5.783523,6.984794,2.233911,2.005725,2.593204,5.165964,3.946027,2.655718,2.844654,3.696437,0.028477,0.532894,4.030753,1.769813,2.608345,1.704237,0.9846,2.671194,2.045218,2.116387,0.32665,6.420051,1.002084,-6.334234,-3.298473,-1.595238,-0.668804,-7.325451,-2.37117,-6.414017,-2.924237,-3.090034,-1.859777
159,0.051548,-0.685769,-0.889214,-0.86357,0.583927,-0.750468,1.428047,1.260892,-3.087213,2.076524,0.691286,-4.30806,-4.35253,0.328999,1.526197,-0.582226,0.399184,-2.318019,-0.599292,-0.637547,4.163208,2.653008,-0.438049,4.023704,-4.150401,-0.013448,-1.45574,1.090033,2.809254,1.667357,-1.266566,1.626214,1.123178,1.89588,1.198588,-0.102058,0.846563,1.098039,0.316323,0.823723,-3.57689,0.878496,-2.120659,-1.595801,2.5164,0.497437,2.125571,1.102985,0.023521,3.36239,1.980605,1.148044,1.86288,1.63236,1.16177,4.288869,0.010903,-0.332563,-0.807191,-1.623208,-2.627749,-4.194585,-2.501346,-2.221374,2.236122,0.523829,0.641399,-0.186462,1.624687,0.748829,1.440196,2.150964,-1.612898,-5.213284,3.787691,-2.975879,-0.025822,0.088737,-0.027839,1.415535,0.083282,-4.896937,0.303828,0.405204,-1.1391,1.968648,0.595579,-4.36853,0.529553,3.582964,-0.074699,-2.315316,0.139612,-0.916495,-1.515075,3.34584,2.604121,1.694588,0.475723,0.092695,2.307351,-1.717246,0.293516,2.498287,-0.544441,-2.669743,2.843079,-0.042256,1.728181,0.060417,-1.339933,-1.059766,4.773698,-3.369845,-0.610446,4.357896,0.814969,-3.3282,2.114676,1.22211,-0.847486,-0.511405,-0.362328,-4.983925,4.004208,-3.488416,0.523277,-2.645652,-0.441899,2.535927,2.691976,1.652098,4.410338,-2.783771,2.787657,-0.663893,4.553164,4.911706,-1.731277,4.539934,-0.578768,2.970448,0.628051,2.63266,-3.43134,2.606778,2.049196,1.975612,-3.962212,0.636634,2.85588,1.510149,-0.103905,0.139641,-4.705941,2.53679,3.702936,3.96139,2.983325,4.989826,2.859855,4.416928,1.479183,1.898569,-2.661888,2.163496,1.426872,4.138406,3.76256,-1.062415,5.624108,7.031276,2.329783,1.873661,2.931601,5.450902,4.142477,2.691007,3.08429,3.700616,0.063542,0.665124,4.330914,1.692336,2.784504,1.366082,1.201171,2.474711,2.092849,2.211856,0.152859,6.101583,0.917908,-5.677308,-3.952653,-1.791193,-1.027186,-7.625745,-2.327165,-6.236451,-3.109893,-2.954082,-1.359221
160,0.050084,-0.906761,-0.759786,-1.275725,-0.063592,-1.190105,1.990436,1.580517,-3.140103,1.811085,0.540176,-3.837605,-5.305327,0.514671,1.170663,-1.310191,0.495213,-2.969801,-1.401587,-1.412961,4.502656,2.903143,-1.614297,3.86844,-3.857373,0.069607,-1.453695,1.234275,2.458772,2.076028,-2.003774,1.663137,1.504073,1.865611,1.084484,0.230361,1.02974,0.150758,0.685782,0.763448,-3.538173,0.910024,-2.13956,-2.554766,2.634072,0.17553,2.396243,1.028205,-0.907892,3.77079,2.13403,0.703176,1.531658,1.568946,1.145264,4.008695,-0.35166,-0.430417,-0.983316,-0.986926,-2.643188,-4.199346,-2.964678,-2.217262,2.096023,0.473005,1.488775,-0.597859,2.185781,0.539785,1.47232,2.194907,-1.359959,-4.718494,3.552639,-1.954465,0.130107,-0.372337,-0.194354,1.86419,0.438915,-5.254832,-0.341956,-0.013112,-1.115577,1.522626,0.658774,-4.21101,0.487007,3.568381,0.057423,-2.395693,0.597865,-1.619215,-1.813063,3.247712,2.73878,2.050164,0.306463,0.222189,2.362972,-2.477246,0.029281,2.308634,-0.417158,-2.723705,2.992152,0.279281,1.885364,0.49738,-1.416047,-1.285813,5.224402,-2.853123,-0.446521,4.046958,0.65334,-2.634871,1.815982,1.60374,-0.645783,-1.291518,-0.529612,-5.630295,3.925309,-3.104664,0.348962,-3.474205,-0.37158,2.194474,3.166546,2.345669,4.190759,-2.120148,2.946066,-1.174347,4.510292,4.518671,-1.72538,4.766739,-0.860245,2.82669,0.339156,2.713825,-3.434628,2.893931,2.51672,1.785059,-3.486762,0.194548,1.993324,1.339931,-0.142266,0.198891,-4.868428,2.810059,4.062451,4.080886,2.633987,4.926602,2.922486,3.834476,1.470471,1.833721,-2.525382,2.679899,0.929605,3.613817,3.238441,-1.218762,6.340243,6.311171,2.13242,2.264356,3.279019,4.818092,4.268099,3.279144,3.359556,3.988495,0.304662,0.945319,4.035995,0.965493,3.168235,1.859619,1.327432,2.254211,2.456937,1.892767,0.489679,5.483619,1.07461,-5.220062,-4.478672,-2.231877,-2.182889,-5.923081,-3.011255,-5.894339,-3.358904,-2.676961,-0.754033
