step,loss,hidden_0_n0,hidden_0_n1,hidden_0_n2,hidden_0_n3,hidden_0_n4,hidden_0_n5,hidden_0_n6,hidden_0_n7,hidden_0_n8,hidden_0_n9,hidden_0_n10,hidden_0_n11,hidden_0_n12,hidden_0_n13,hidden_0_n14,hidden_0_n15,hidden_0_n16,hidden_0_n17,hidden_0_n18,hidden_0_n19,hidden_0_n20,hidden_0_n21,hidden_0_n22,hidden_0_n23,hidden_0_n24,hidden_0_n25,hidden_0_n26,hidden_0_n27,hidden_0_n28,hidden_0_n29,hidden_0_n30,hidden_0_n31,hidden_0_n32,hidden_0_n33,hidden_0_n34,hidden_0_n35,hidden_0_n36,hidden_0_n37,hidden_0_n38,hidden_0_n39,hidden_0_n40,hidden_0_n41,hidden_0_n42,hidden_0_n43,hidden_0_n44,hidden_0_n45,hidden_0_n46,hidden_0_n47,hidden_0_n48,hidden_0_n49,hidden_0_n50,hidden_0_n51,hidden_0_n52,hidden_0_n53,hidden_0_n54,hidden_0_n55,hidden_0_n56,hidden_0_n57,hidden_0_n58,hidden_0_n59,hidden_0_n60,hidden_0_n61,hidden_0_n62,hidden_0_n63,hidden_0_n64,hidden_0_n65,hidden_0_n66,hidden_0_n67,hidden_0_n68,hidden_0_n69,hidden_0_n70,hidden_0_n71,hidden_0_n72,hidden_0_n73,hidden_0_n74,hidden_0_n75,hidden_0_n76,hidden_0_n77,hidden_0_n78,hidden_0_n79,hidden_0_n80,hidden_0_n81,hidden_0_n82,hidden_0_n83,hidden_0_n84,hidden_0_n85,hidden_0_n86,hidden_0_n87,hidden_0_n88,hidden_0_n89,hidden_0_n90,hidden_0_n91,hidden_0_n92,hidden_0_n93,hidden_0_n94,hidden_0_n95,hidden_0_n96,hidden_0_n97,hidden_0_n98,hidden_0_n99,hidden_0_n100,hidden_0_n101,hidden_0_n102,hidden_0_n103,hidden_0_n104,hidden_0_n105,hidden_0_n106,hidden_0_n107,hidden_0_n108,hidden_0_n109,hidden_0_n110,hidden_0_n111,hidden_0_n112,hidden_0_n113,hidden_0_n114,hidden_0_n115,hidden_0_n116,hidden_0_n117,hidden_0_n118,hidden_0_n119,hidden_0_n120,hidden_0_n121,hidden_0_n122,hidden_0_n123,hidden_0_n124,hidden_0_n125,hidden_0_n126,hidden_0_n127,hidden_1_n0,hidden_1_n1,hidden_1_n2,hidden_1_n3,hidden_1_n4,hidden_1_n5,hidden_1_n6,hidden_1_n7,hidden_1_n8,hidden_1_n9,hidden_1_n10,hidden_1_n11,hidden_1_n12,hidden_1_n13,hidden_1_n14,hidden_1_n15,hidden_1_n16,hidden_1_n17,hidden_1_n18,hidden_1_n19,hidden_1_n20,hidden_1_n21,hidden_1_n22,hidden_1_n23,hidden_1_n24,hidden_1_n25,hidden_1_n26,hidden_1_n27,hidden_1_n28,hidden_1_n29,hidden_1_n30,hidden_1_n31,hidden_1_n32,hidden_1_n33,hidden_1_n34,hidden_1_n35,hidden_1_n36,hidden_1_n37,hidden_1_n38,hidden_1_n39,hidden_1_n40,hidden_1_n41,hidden_1_n42,hidden_1_n43,hidden_1_n44,hidden_1_n45,hidden_1_n46,hidden_1_n47,hidden_1_n48,hidden_1_n49,hidden_1_n50,hidden_1_n51,hidden_1_n52,hidden_1_n53,hidden_1_n54,hidden_1_n55,hidden_1_n56,hidden_1_n57,hidden_1_n58,hidden_1_n59,hidden_1_n60,hidden_1_n61,hidden_1_n62,hidden_1_n63,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9
161,0.010681,-0.628645,-0.902892,-1.262145,0.345798,-1.12458,1.99918,1.225617,-3.17319,1.206132,0.55233,-4.301971,-5.860754,0.575088,1.328095,-0.73858,0.102305,-3.001026,-0.982176,-0.766151,4.329323,2.659155,-1.387589,3.861597,-3.745926,0.145434,-0.869316,0.934919,2.169164,1.819321,-1.573873,1.959173,1.617913,2.022084,0.972034,0.16191,0.949381,1.000316,0.928152,1.411906,-2.97026,1.269378,-2.171979,-2.460863,2.733488,0.22872,2.427514,1.099116,-0.775416,3.420039,2.580871,0.902377,1.811893,1.699201,1.284123,3.992956,-0.481281,-0.039869,-1.285834,-0.905674,-2.686203,-4.312986,-3.322698,-2.026877,2.185329,-0.003577,1.144411,-1.588594,1.715312,0.665838,1.407901,2.111456,-1.532942,-4.186383,3.602411,-2.302047,0.397226,-0.930333,0.2127,1.765215,0.272695,-6.192786,-0.568196,0.390366,-1.150061,1.750175,0.695403,-3.837969,0.765086,3.327087,0.391767,-2.640158,0.587558,-1.271848,-1.704181,3.275949,2.484583,1.880478,0.177101,0.060825,2.359999,-2.951304,0.213326,2.535751,-0.331531,-2.699974,2.792713,0.232144,1.804246,0.386548,-1.277121,-1.511066,4.774522,-3.132155,-0.20004,3.943688,0.5958,-2.743325,1.894286,1.201559,-0.723248,-1.777999,-0.687876,-5.552107,3.621436,-2.763701,0.019783,-3.402318,-0.286205,2.49953,3.570801,1.658574,4.044548,-1.662793,3.087463,-0.843922,4.386348,4.582283,-1.740214,4.781394,-0.350302,2.712264,0.651783,2.835684,-3.821559,2.760874,2.454417,2.026131,-3.558659,0.736829,2.228428,0.976562,-0.180489,-0.104732,-4.92292,2.703427,4.191026,3.917429,2.407483,4.42947,2.912976,4.236047,0.976479,1.620257,-2.576005,2.281765,0.746433,3.956526,3.5462,-0.689967,5.900877,6.418344,2.033142,1.942681,3.193196,4.869767,4.319043,3.028329,3.100047,3.857273,0.363532,0.581983,4.185438,1.31645,3.049112,1.551203,1.552731,2.262824,2.762184,2.023153,0.31807,5.464985,0.878673,-4.795072,-4.561029,-1.791204,-1.734765,-6.768363,-2.728746,-5.435783,-2.837057,-3.46408,-1.331099
162,0.010152,-0.869993,-0.430643,-0.756258,0.169445,-1.155905,1.058673,1.639518,-3.118423,1.559688,0.670232,-4.865909,-5.420454,-0.258846,1.322087,-0.361373,1.215518,-2.991752,-0.722993,-1.107458,3.886304,2.966974,-1.235515,3.851584,-4.532372,0.380326,-1.604295,0.879296,2.183637,2.523636,-2.133821,0.859059,0.989715,2.21622,1.222616,-0.397506,1.258453,0.332926,0.846088,0.630485,-4.4042,0.548212,-2.190967,-2.43395,2.276313,0.736322,2.202203,1.438087,0.604713,3.292565,2.336146,1.026214,1.014273,1.797471,1.373151,3.79064,-0.032484,0.34944,-1.274615,-1.144474,-2.657972,-4.556625,-2.61032,-1.425345,1.965625,0.279041,1.797644,-0.132736,1.810677,1.255827,1.880495,2.336214,-1.373239,-4.465455,3.83989,-2.594091,0.238472,-0.322902,-0.168585,1.377614,0.282448,-5.124934,-0.729283,0.247216,-0.407681,1.527148,1.030677,-3.578637,0.703543,3.739248,-0.773847,-2.436596,1.05023,-1.490756,-1.579198,2.829933,2.418986,1.964497,-0.070953,0.070453,2.518639,-2.619413,0.000885,2.419227,0.444765,-2.594929,2.531934,0.489308,1.747252,0.457095,-1.575248,-1.540789,4.884985,-3.701059,0.161443,4.196239,0.779158,-3.611062,1.629451,1.460961,-0.148405,-0.736708,-0.745895,-6.010416,3.838418,-2.974895,-0.206588,-3.603528,-0.055556,2.234509,3.781204,2.126545,4.04221,-1.732084,2.957573,-0.38386,5.057133,4.221651,-2.019036,4.43187,0.116582,2.800191,0.543009,2.963113,-3.440619,2.673124,2.442451,1.969283,-3.397701,0.570063,2.400858,1.624561,0.269682,-0.228827,-4.744411,3.010778,4.363859,3.637156,2.329875,4.40848,2.933215,4.299809,1.562652,1.924306,-2.695581,1.994055,0.901127,4.047693,3.312726,-1.123753,6.192911,6.307163,1.501967,1.800609,2.604275,4.211051,4.805419,2.665802,3.56399,3.80369,0.33413,0.948956,3.814177,1.802029,2.809711,1.810966,1.524638,2.226195,3.284641,1.974576,1.34626,5.589602,0.966174,-5.554724,-3.88667,-0.897359,-2.108529,-5.681245,-3.783498,-6.118599,-2.825685,-3.625889,-1.272433
163,0.017449,-0.453089,-0.697639,-1.030557,0.169211,-0.56045,1.613455,1.014168,-3.105171,1.609949,0.999347,-4.507545,-5.202351,0.300375,1.640265,-0.299312,0.469533,-2.132615,-0.457111,-0.924876,4.384365,2.711439,-0.769514,4.110405,-4.467536,0.340272,-0.353164,1.009324,2.544639,1.759304,-1.268687,1.467891,1.255273,2.569472,1.254597,-0.078099,0.777331,1.121029,0.536643,1.007609,-3.613104,1.302516,-2.208437,-1.676119,2.398396,0.546007,2.371421,0.969497,0.011903,3.309828,2.181889,1.49984,1.522757,2.129045,1.42756,4.366166,-0.050358,-0.026779,-0.87969,-1.722431,-2.708608,-4.099322,-2.878914,-1.759979,2.248936,0.757245,0.731243,-0.947678,1.66112,1.032401,1.360945,2.025952,-1.527916,-4.222047,4.100545,-2.481101,0.287365,-0.702204,0.142322,1.615665,-0.033081,-5.443818,-0.409135,-0.134962,-1.276994,1.919421,0.910062,-3.829782,0.53819,3.77836,-0.18656,-2.696302,0.229355,-1.191719,-0.921185,3.182087,2.536439,1.999883,0.312238,-0.292211,2.493357,-2.432198,-0.2756,2.230467,-0.828249,-2.651213,2.994516,0.190365,1.937955,0.20911,-1.404855,-1.424357,4.761047,-3.32353,-0.112015,4.473573,0.878333,-2.926391,1.930712,0.9404,-0.765846,-1.317282,-1.070319,-5.500899,4.31355,-3.284274,0.473433,-2.727831,-0.266932,2.716513,3.354348,1.721543,3.823827,-2.575165,2.901644,-0.28728,4.892986,4.753062,-2.332772,4.811864,-0.198564,2.809936,0.977987,2.652841,-3.117065,2.358842,2.518957,2.181419,-3.563355,0.894589,2.932164,2.072927,-0.541139,0.039704,-4.714978,2.951831,4.251811,3.619187,2.66117,4.691127,3.110348,4.641412,1.836927,1.564645,-2.682252,1.887221,1.644982,3.898964,3.541951,-1.029391,5.475407,6.758369,1.409928,2.118862,2.552783,4.859515,4.28538,3.025597,3.248596,4.016169,0.328981,0.598385,3.954205,1.414168,2.741218,1.394752,1.064838,2.228085,2.447176,2.025726,0.749695,5.554521,0.945546,-5.271551,-3.55,-1.475392,-1.47344,-6.485195,-3.58346,-5.710095,-3.393123,-2.932788,-1.614466
164,0.016907,-0.983763,-0.649721,-1.317592,0.01699,-0.737085,1.824204,1.201852,-3.035673,0.955758,0.750506,-4.132186,-5.269737,0.367626,1.574868,-0.620677,0.196811,-2.714124,-0.644301,-1.099413,4.347369,2.802442,-1.410777,3.963869,-3.81279,0.20302,-0.946778,0.977877,2.393413,1.829199,-1.752381,1.376234,1.41305,2.356831,1.381589,0.399826,0.767573,0.850018,0.954984,0.765971,-3.585601,1.135473,-2.127945,-1.753496,2.169921,0.710316,2.12952,1.25367,-0.577713,3.426426,2.217912,1.0838,1.27056,2.06919,1.083089,4.046186,-0.392845,-0.103493,-0.80341,-1.468804,-2.540381,-3.399142,-2.447246,-1.528463,1.924301,0.626596,0.978972,-1.21012,1.868278,0.931975,1.464309,2.058484,-1.13975,-4.151487,3.590218,-2.012424,0.258051,-0.669477,-0.09947,1.738207,0.182864,-5.348804,-1.107812,0.020853,-1.21902,1.952196,0.689611,-3.856429,0.727808,3.47717,-0.141425,-2.334087,0.460585,-1.101823,-1.36316,3.358772,2.493784,2.064865,0.516523,-0.468176,2.277925,-2.806713,-0.157065,2.294369,-0.939798,-2.592606,3.039961,0.356745,2.023082,0.370647,-1.678963,-1.430024,4.927099,-2.709122,0.078499,3.970562,0.704565,-2.873862,1.450854,1.070908,-0.426176,-1.406459,-0.551137,-6.067257,3.547116,-2.407569,0.451148,-2.988105,-0.687937,2.554493,2.695943,2.155084,3.953247,-2.62857,3.227721,-0.422595,5.02871,4.230784,-1.720828,4.256647,-0.690422,2.666445,0.491426,3.010444,-3.012371,2.700809,2.516326,2.298897,-3.317561,0.961121,2.415375,1.616016,-0.03826,0.010131,-4.70478,2.852247,4.18568,3.789042,2.541814,4.983126,2.763035,4.210231,1.520435,1.894409,-2.763106,2.647113,0.925567,3.606911,3.646381,-1.047021,6.493532,6.310094,1.912049,2.080347,2.68186,4.407498,4.018217,2.609005,3.375856,3.490171,0.625528,0.378652,4.005929,1.096655,2.780434,2.095356,1.323204,2.668133,2.113513,1.671559,0.589282,5.796321,0.776977,-5.536107,-3.68039,-1.941143,-1.563067,-5.793051,-3.784808,-6.988918,-2.145759,-3.307533,-0.780562
165,0.015663,-1.341399,-0.910996,-1.377778,0.483596,-1.311624,1.679924,1.425628,-3.155885,1.132722,0.472855,-4.923407,-6.258181,0.317744,1.300171,-0.550047,0.742648,-2.991222,-0.437597,-0.870085,4.368464,2.760331,-1.040276,3.977656,-4.423053,0.432684,-0.869532,1.156428,2.256017,1.916002,-1.537582,1.680361,1.270031,2.207582,1.043278,-0.139314,0.673584,0.498924,0.883259,1.119866,-3.618529,0.971215,-2.173575,-1.857263,2.367096,0.725504,2.174581,1.263249,-0.483719,3.282042,2.170118,0.953564,1.589408,1.852486,0.941072,4.271053,-0.366909,0.399333,-1.351482,-1.554304,-2.686931,-5.038454,-3.176455,-1.592214,2.365949,-0.362393,1.218266,-1.675209,1.694416,1.072903,1.586145,2.391267,-1.741212,-3.985866,3.771528,-2.394652,0.129397,-0.715696,-0.210399,1.873272,0.286976,-5.845768,-0.36156,0.393522,-1.440243,1.818869,0.882552,-4.470697,0.383028,3.459757,0.215425,-3.011379,0.722481,-1.401919,-1.652392,3.140924,2.171082,1.778784,0.232565,0.058197,2.230561,-3.381847,-0.160446,2.807639,-0.101727,-2.65519,2.891644,0.693973,1.797247,0.217549,-2.270569,-1.450104,4.760138,-3.915772,-0.093984,4.131854,0.547113,-2.970524,1.534927,1.319207,-0.607691,-1.702409,-1.010996,-6.21272,3.868374,-2.795748,0.213311,-3.914917,-0.017563,2.51266,3.312077,1.823026,4.055523,-2.127601,2.877712,0.052553,4.993608,4.851014,-1.802292,4.821058,-0.242798,3.159029,0.228982,2.830003,-3.91681,2.417866,2.240706,2.005734,-3.514696,0.67814,2.977557,1.18929,-0.399691,0.002278,-4.844856,2.976028,4.321145,3.787827,3.229123,4.679013,2.870281,4.617198,1.262151,1.953698,-2.570816,2.119839,0.984539,3.936032,3.392682,-0.782147,6.185203,6.896029,2.247674,1.734603,2.619692,4.948953,4.198923,2.542701,3.449325,3.713519,0.135368,0.360482,4.006422,2.153799,2.58812,1.445014,1.598336,2.295567,2.773361,1.600395,0.858688,5.954817,0.873428,-6.034413,-4.470096,-0.75125,-1.004073,-6.992467,-2.783128,-6.477389,-2.928943,-2.870297,-1.921625
166,0.044669,-1.164702,-0.447533,-1.150597,0.803718,-0.886028,2.214569,1.631363,-3.139564,1.77595,0.271839,-4.051101,-4.93859,0.928123,1.314926,-0.892774,-0.117364,-2.330271,-1.065605,-0.638031,4.303233,2.773419,-0.762613,3.787764,-3.964201,-0.021784,-0.974689,1.350981,2.885135,1.190788,-2.151485,2.036135,1.619622,2.169941,1.655938,0.917067,0.851775,1.121257,0.741374,0.605821,-3.487369,0.929739,-2.149488,-1.735755,2.475316,0.460098,2.461832,1.308107,-0.329032,3.840488,2.113338,1.269002,2.050956,1.705205,1.067998,4.156425,-0.237377,-0.621494,-0.599493,-1.356477,-2.573639,-4.420336,-2.487614,-2.50575,2.24346,0.953095,0.877984,-0.268978,1.797194,0.556688,1.41821,2.378997,-1.41926,-5.367822,3.358901,-2.506128,0.017304,0.489192,-0.025994,1.69683,0.617662,-5.327076,-0.341209,0.879176,-1.499453,2.38282,-0.125945,-4.552838,0.803782,3.370333,-0.180888,-2.372298,0.569008,-0.889783,-1.90604,3.932177,2.94854,1.751343,0.729998,-0.116715,2.063105,-2.351157,0.947692,2.55919,-0.671109,-2.726496,3.008339,0.745218,1.963701,0.489042,-1.598737,-1.256506,5.226457,-3.203546,-0.576668,3.993171,0.896781,-3.254809,2.075944,1.431564,-0.965837,-0.468948,0.156533,-6.039227,3.844159,-3.316103,0.54429,-3.181869,-0.650255,2.262086,2.268914,1.853726,4.528979,-2.819863,2.542963,-1.206911,4.592172,5.08854,-1.371117,4.801667,-1.154703,3.118669,0.129293,2.684097,-3.851221,2.487032,1.638113,1.947339,-3.816,0.837852,2.717427,0.698603,-0.001711,0.852753,-4.71376,2.352812,4.058952,4.205753,3.098426,5.450167,2.578614,4.401976,1.190787,1.73818,-2.688521,2.547085,0.734334,3.800277,3.674965,-0.485179,6.328497,7.189578,3.070106,1.69984,3.386638,5.557022,3.979617,2.986731,2.843926,3.757276,0.242187,0.596266,4.103233,1.559789,2.882836,1.820853,1.60579,2.444926,1.813941,1.954957,-0.355936,6.284019,0.669951,-5.935138,-4.159188,-1.530116,-1.241958,-7.937801,-1.532921,-6.417346,-2.780684,-2.073123,-1.785248
167,0.013579,-0.730483,-0.750737,-1.270408,0.296974,-1.078533,2.228024,1.418064,-3.118548,1.060863,0.693422,-4.005126,-5.637212,0.608702,1.190215,-0.76468,0.215549,-2.831462,-0.96513,-1.150666,4.39597,2.725698,-1.420414,3.822832,-3.826256,0.027711,-0.554145,0.935547,2.253411,1.737335,-1.806562,1.902433,1.75222,2.156041,1.234801,0.527581,0.853033,1.009641,0.912267,1.018562,-3.324606,1.132275,-2.148677,-2.022684,2.539897,0.278326,2.373588,1.218842,-0.566802,3.654177,2.46896,0.925731,1.416315,1.728019,1.206655,3.958989,-0.258514,-0.167701,-0.832425,-1.283871,-2.601775,-4.007177,-2.782877,-2.185335,2.050403,0.525121,0.975677,-1.164601,1.840157,0.608469,1.411089,1.98701,-1.489164,-4.409601,3.535081,-2.24084,0.264559,-0.682878,-0.174291,1.711887,0.440551,-5.908922,-0.660055,0.243019,-1.258028,1.894498,0.626399,-3.894807,0.933754,3.356308,-0.032551,-2.286342,0.721838,-1.433076,-1.279313,3.473803,2.754214,1.834306,0.443176,-0.273598,2.246583,-3.16707,0.384204,2.250953,-0.654191,-2.678471,2.824928,0.399584,1.905366,0.37792,-1.672586,-1.506646,4.976291,-3.165042,-0.367518,3.977867,0.622859,-2.912798,1.579173,1.349237,-0.620319,-1.388683,-0.549579,-6.019956,3.680873,-2.819686,0.258909,-3.511611,-0.441481,2.388279,3.210886,1.882835,3.947911,-2.291625,2.936037,-0.97272,4.502906,4.57589,-1.777867,4.882315,-0.620031,2.810067,0.601366,2.647038,-3.452946,2.775828,2.379728,2.211751,-3.409124,0.711949,2.324657,1.134629,-0.194764,0.224535,-4.721614,2.586845,4.171611,3.68225,2.516727,4.658563,3.058133,4.270751,1.176148,1.732853,-2.643083,2.554265,0.881337,3.817538,3.242348,-0.47015,5.945647,6.451441,2.099311,2.180256,3.335005,4.974187,4.151817,3.222361,3.07244,3.973765,0.343026,0.763749,3.864932,1.266281,3.109932,1.79182,1.373712,2.258014,2.440284,2.02503,0.193007,5.545125,1.155682,-5.345972,-4.302243,-2.050844,-1.777261,-6.487898,-2.524337,-5.384323,-3.145462,-3.138727,-1.495297
168,0.037354,-0.60042,-0.83277,-0.520314,0.590677,-0.869689,1.484996,1.078221,-3.088122,1.593579,1.1009,-4.999721,-4.676287,0.157475,1.687677,-0.204123,0.302707,-2.188561,-0.137313,-0.775839,4.277712,2.780235,-0.623072,4.095255,-4.449502,0.348247,-1.063188,1.018511,2.544082,1.629213,-1.088731,1.360327,1.139199,2.137202,1.196688,0.050567,0.807857,1.08805,0.753407,0.904054,-3.71875,0.804527,-2.112118,-1.557156,2.387313,0.815535,2.095977,1.269911,0.006311,3.222142,2.132155,1.113889,1.486934,1.823493,1.047721,4.117113,0.048954,-0.072317,-0.359629,-1.53848,-2.610003,-4.555367,-2.661557,-1.821836,2.081266,0.679352,0.746829,-0.792648,1.716763,0.864547,1.427355,2.164128,-1.750516,-5.253022,3.977504,-2.886743,0.127639,0.059687,-0.341746,1.544933,-0.1091,-5.213242,0.01517,-0.010448,-1.034634,2.064669,0.821893,-4.23869,0.670721,3.642061,-0.104986,-2.091414,0.370323,-1.142397,-1.103054,3.478538,2.655125,1.749459,0.662062,0.05042,2.367424,-2.325957,0.158191,2.411694,-0.248076,-2.637042,2.963656,0.152027,1.843778,0.078851,-1.30922,-1.312448,4.828331,-3.794619,-0.405213,4.230252,0.549705,-3.43727,1.666888,1.346482,-0.619059,-0.636304,-0.537129,-5.592348,3.714198,-2.987235,0.43595,-2.724175,-0.517833,2.57532,2.870329,1.798651,4.133687,-2.904228,2.690324,-0.257436,4.869226,4.723789,-2.215679,4.680528,-0.453286,2.986202,0.707338,2.576635,-3.021613,2.49826,2.183639,1.972703,-3.517013,0.736175,2.883116,1.786711,-0.246427,0.055088,-4.624465,2.685229,4.163465,3.703176,2.953977,4.996996,2.942165,4.644765,1.76538,2.015044,-2.75962,2.189649,1.46505,4.00427,3.528304,-0.9048,5.832948,6.816712,2.046986,2.082861,2.812487,5.088556,4.185668,2.992536,3.168591,3.744882,0.210915,0.751421,3.994643,1.78107,2.715968,1.597234,1.109924,2.467941,2.131652,2.03612,0.443804,5.831539,1.028096,-5.812398,-3.648968,-1.533224,-1.260468,-6.811763,-2.984935,-6.164859,-3.061256,-2.796576,-1.556735
169,0.019316,-1.01059,-0.737375,-0.827131,0.639405,-0.755331,1.676877,1.354728,-3.128265,1.474165,0.552241,-4.702035,-5.380033,0.471395,1.674941,-0.442405,0.346391,-2.320426,-0.493927,-0.890107,4.265837,2.678378,-0.590559,3.969575,-4.230157,0.216161,-0.784643,1.236189,2.526951,1.615566,-1.888226,1.732413,1.352626,2.171798,1.083679,-0.02608,1.009254,1.030262,0.580489,1.04052,-3.475601,1.32362,-2.166233,-1.975564,2.553041,0.390782,2.563233,1.221278,-0.090531,3.380557,2.247056,1.225237,1.472827,2.168323,1.27495,4.258162,-0.562651,-0.008771,-1.036425,-1.229409,-2.67822,-4.556424,-2.8561,-1.938222,2.351573,-0.123158,1.131199,-1.160825,1.369001,0.838733,1.622958,2.084805,-1.7824,-4.978837,3.744486,-2.423182,0.221146,-0.029746,0.167931,1.879299,0.282707,-5.792045,-0.139794,0.407301,-1.214145,2.045585,0.743317,-4.070011,0.718302,3.575014,-0.213465,-2.342675,0.693348,-1.110122,-1.585889,3.353011,2.365503,1.805224,0.068655,-0.170239,2.286849,-2.73789,-0.060193,2.464098,-0.354237,-2.66447,2.835252,0.369888,2.168344,0.23471,-1.802781,-1.667706,4.951332,-3.422589,-0.400845,4.124452,0.867139,-3.102989,1.970121,1.001877,-0.84253,-1.070978,-0.840761,-5.788285,4.020255,-3.213106,0.546386,-3.097607,-0.411364,2.412014,3.060858,1.710022,4.098687,-2.477858,2.863038,-0.493348,4.785209,4.82074,-1.96669,4.580792,-0.430658,3.088005,0.668804,2.814288,-3.969712,2.607575,2.036857,2.173878,-3.701035,0.704567,2.849602,1.154319,-0.246708,-0.267992,-4.802692,2.626299,4.073587,3.770874,2.81115,4.813721,2.902286,4.633903,1.333823,1.872501,-2.747259,2.187054,1.157673,4.208345,3.515521,-0.732406,5.947341,6.934853,2.072393,1.849867,2.89181,5.192273,4.155927,2.856753,3.196022,3.940573,0.107141,0.502014,4.120677,1.77827,2.761477,1.394186,1.456009,2.446403,2.403413,1.991697,0.695544,6.153195,0.943195,-5.88131,-3.935553,-1.578945,-1.122406,-6.990314,-2.600475,-6.296659,-3.057609,-3.088887,-1.41645
170,0.020254,-0.962252,-0.932772,-0.891784,0.616734,-1.006219,1.303127,1.197431,-3.17463,1.730928,0.833827,-4.73763,-4.672603,0.256057,1.630412,-0.406851,0.331121,-2.764157,-0.301914,-0.541303,4.176053,2.659803,-1.06449,4.215365,-4.510155,0.357439,-1.185216,1.224303,2.836279,1.918034,-1.219131,1.545344,1.08761,2.219271,1.234188,-0.008805,0.841303,0.968879,0.678297,0.876293,-3.829155,1.038384,-2.25962,-1.958045,2.455743,0.62403,2.112499,0.982725,-0.299944,3.213626,2.155263,1.263302,1.875401,1.598781,1.318705,4.385773,-0.547047,-0.101675,-0.944429,-1.273381,-2.657284,-4.520344,-2.485471,-1.742723,2.26566,0.251555,0.558848,-0.782592,1.435827,1.11253,1.770655,2.468308,-1.479576,-4.701147,3.783383,-3.096408,0.261744,0.232785,-0.218981,1.640324,0.001375,-5.526914,-0.338538,0.425735,-0.93547,2.007651,0.79499,-4.385345,0.56454,3.375871,-0.287622,-2.749395,0.11549,-0.904389,-1.777915,3.186991,2.575533,1.753608,0.504904,-0.013277,2.241317,-2.406833,0.436582,2.83637,-0.189082,-2.665167,2.806465,0.2217,1.682058,0.462086,-1.761612,-1.20167,4.783508,-3.776511,-0.353078,4.334517,1.065394,-3.332061,2.167769,1.147567,-0.633901,-0.486183,-0.336689,-5.560255,3.940668,-3.113581,0.299277,-3.167992,-0.312392,2.626603,3.280838,1.793635,3.918264,-2.15253,2.88446,-0.609013,4.813085,4.718075,-1.775216,4.5532,-0.165783,2.76149,0.496875,2.741643,-3.474065,2.151685,2.386115,1.973724,-3.715451,1.214585,2.842837,2.068323,-0.455722,0.289602,-4.877165,2.957878,4.161193,3.72303,2.706399,4.783781,2.653836,4.683261,1.591987,1.373375,-2.685309,1.668348,1.366155,4.07738,3.508994,-1.159602,5.770405,6.825291,2.146165,1.775361,2.672347,4.601213,4.485264,2.711758,3.243621,3.788814,0.372968,0.602241,3.924459,1.789017,2.66395,1.479939,1.364118,2.043739,2.800553,1.990359,0.703015,5.736493,0.49492,-5.316985,-3.322669,-1.080391,-1.789052,-6.565263,-3.491194,-5.837926,-2.963088,-2.855695,-1.824788
171,0.027765,-0.3617,-0.697147,-1.407204,0.423984,-0.780311,1.704682,1.136412,-3.069188,1.859699,0.792573,-3.855282,-4.36957,0.237067,1.391951,-0.986318,-0.008072,-2.675418,-0.485369,-0.642588,4.114074,2.623951,-1.250769,3.995607,-4.750407,0.257579,-1.153573,0.753444,2.032674,2.037172,-1.148061,1.354943,1.204029,2.39843,1.586689,0.004003,0.845103,1.198378,0.665179,0.751919,-3.396235,0.95795,-2.172776,-1.909172,2.5919,0.279857,2.371596,0.804263,0.372669,3.340376,2.254149,1.194464,1.298162,1.937472,1.479535,3.908176,0.123702,0.048232,-0.776605,-1.549986,-2.633786,-4.320173,-2.405952,-1.706739,1.921318,0.887335,1.169134,-0.254905,1.736131,1.020815,1.442523,2.075364,-1.936248,-4.711308,4.143075,-2.648922,0.186293,0.066174,-0.43463,1.414616,-0.090398,-5.450398,-0.582337,0.335695,-0.7058,1.897135,0.84884,-3.490146,0.649154,3.610983,-0.350081,-2.005891,0.038507,-1.757814,-0.962117,3.30023,2.489773,1.800916,0.434223,-0.01753,2.688516,-1.986616,-0.060062,2.080086,-0.355113,-2.606581,2.720039,0.247012,1.75045,0.392585,-0.92579,-1.26097,4.789811,-3.320477,0.125328,4.455016,0.894498,-3.333012,1.76704,1.076523,-0.498207,-0.696608,-0.703976,-4.735763,3.539059,-3.544241,0.165043,-2.958132,-0.136625,2.231466,3.140535,2.06141,3.658262,-2.52068,2.59055,-0.402443,4.690384,4.454962,-2.371804,4.731898,0.026923,2.806955,0.842369,2.408681,-2.663544,2.378571,2.28698,1.752735,-3.578039,0.726275,2.62938,2.257153,-0.051746,0.474029,-4.710703,2.603363,4.315983,3.411025,2.364673,4.938681,2.942841,4.721855,1.842567,1.627,-2.580893,2.209078,1.413181,3.696174,3.263342,-0.688321,5.77836,6.177919,1.602878,2.290205,2.711941,4.692172,4.299086,3.398148,3.272533,4.314969,0.345423,1.404147,3.726997,1.583776,2.748463,1.650771,0.975733,2.355049,2.275901,2.383862,0.581618,5.53488,0.967198,-5.828056,-3.409689,-1.854007,-2.211368,-6.017043,-3.433056,-5.288068,-3.133762,-2.748372,-1.819085
